id,barangay_name,month,year,predicted_cases,lower_bound,upper_bound,risk_level,risk_flag,created_at,updated_at,model_used,confidence_interval
4494,"Hulo",1,2026,"0.353","0","2.582","Low-Moderate","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4495,"Hulo",2,2026,"0.357","0","2.601","Low-Moderate","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4496,"Hulo",3,2026,"0.363","0","2.631","Low-Moderate","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4497,"Hulo",4,2026,"0.364","0","2.647","Low-Moderate","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4498,"Hulo",5,2026,"0.364","0","2.661","Low-Moderate","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4499,"Hulo",6,2026,"0.36","0","2.666","Low-Moderate","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4500,"Hulo",7,2026,"0.364","0","2.69","Low-Moderate","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4501,"Hulo",8,2026,"0.364","0","2.704","Low-Moderate","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4502,"Hulo",9,2026,"0.364","0","2.718","Low-Moderate","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4503,"Mabini J. Rizal",10,2025,"0.04","0","0.637","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4505,"Mabini J. Rizal",12,2025,"0.047","0","0.648","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4506,"Mabini J. Rizal",1,2026,"0.039","0","0.636","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4507,"Mabini J. Rizal",2,2026,"0.039","0","0.635","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4508,"Mabini J. Rizal",3,2026,"0.039","0","0.635","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4509,"Mabini J. Rizal",4,2026,"0.039","0","0.634","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4510,"Mabini J. Rizal",5,2026,"0.038","0","0.634","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4511,"Mabini J. Rizal",6,2026,"0.038","0","0.634","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4512,"Mabini J. Rizal",7,2026,"0.038","0","0.633","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4513,"Mabini J. Rizal",8,2026,"0.045","0","0.645","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4514,"Mabini J. Rizal",9,2026,"0.038","0","0.633","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4515,"Malamig",10,2025,"0.293","0","1.44","Low-Moderate","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4517,"Malamig",12,2025,"0.308","0","1.477","Low-Moderate","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4518,"Malamig",1,2026,"0.153","0","1.23","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4519,"Malamig",2,2026,"0.163","0","1.252","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4520,"Malamig",3,2026,"0.162","0","1.257","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4521,"Malamig",4,2026,"0.162","0","1.263","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4522,"Malamig",5,2026,"0.169","0","1.28","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4523,"Malamig",6,2026,"0.162","0","1.273","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4524,"Malamig",7,2026,"0.163","0","1.281","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4525,"Malamig",8,2026,"0.158","0","1.275","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4526,"Malamig",9,2026,"0.162","0","1.289","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4527,"Mauway",10,2025,"0.117","0","1.348","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4529,"Mauway",12,2025,"0.167","0","1.46","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4530,"Mauway",1,2026,"0.122","0","1.378","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4531,"Mauway",2,2026,"0.124","0","1.386","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4532,"Mauway",3,2026,"0.124","0","1.389","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4533,"Mauway",4,2026,"0.124","0","1.393","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4534,"Mauway",5,2026,"0.133","0","1.416","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4535,"Mauway",6,2026,"0.124","0","1.399","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4536,"Mauway",7,2026,"0.124","0","1.403","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4537,"Mauway",8,2026,"0.103","0","1.362","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4538,"Mauway",9,2026,"0.124","0","1.41","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4539,"Namayan",10,2025,"0.046","0","0.57","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4541,"Namayan",12,2025,"0.045","0","0.57","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4542,"Namayan",1,2026,"0.045","0","0.571","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4543,"Namayan",2,2026,"0.045","0","0.572","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4544,"Namayan",3,2026,"0.045","0","0.573","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4545,"Namayan",4,2026,"0.045","0","0.574","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4546,"Namayan",5,2026,"0.045","0","0.575","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4547,"Namayan",6,2026,"0.045","0","0.576","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4548,"Namayan",7,2026,"0.045","0","0.577","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4549,"Namayan",8,2026,"0.045","0","0.578","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4550,"Namayan",9,2026,"0.044","0","0.576","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4551,"New Zaniga",10,2025,"0.091","0","1.033","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4553,"New Zaniga",12,2025,"0.113","0","1.086","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4554,"New Zaniga",1,2026,"0.114","0","1.095","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4555,"New Zaniga",2,2026,"0.114","0","1.102","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4556,"New Zaniga",3,2026,"0.114","0","1.109","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4557,"New Zaniga",4,2026,"0.114","0","1.116","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4558,"New Zaniga",5,2026,"0.114","0","1.123","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4559,"New Zaniga",6,2026,"0.114","0","1.131","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4560,"New Zaniga",7,2026,"0.114","0","1.138","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4561,"New Zaniga",8,2026,"0.114","0","1.145","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4562,"New Zaniga",9,2026,"0.114","0","1.152","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4563,"Old Zaniga",10,2025,"0.068","0","0.753","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4565,"Old Zaniga",12,2025,"0.068","0","0.754","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4566,"Old Zaniga",1,2026,"0.068","0","0.754","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4567,"Old Zaniga",2,2026,"0.068","0","0.755","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4568,"Old Zaniga",3,2026,"0.068","0","0.756","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4569,"Old Zaniga",4,2026,"0.068","0","0.756","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4570,"Old Zaniga",5,2026,"0.067","0","0.755","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4571,"Old Zaniga",6,2026,"0.068","0","0.757","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4572,"Old Zaniga",7,2026,"0.068","0","0.757","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4573,"Old Zaniga",8,2026,"0.068","0","0.758","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4574,"Old Zaniga",9,2026,"0.068","0","0.759","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4575,"Pag-asa",10,2025,"0.101","0","0.809","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4577,"Pag-asa",12,2025,"0.088","0","0.791","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4578,"Pag-asa",1,2026,"0.096","0","0.805","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4579,"Pag-asa",2,2026,"0.094","0","0.803","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4580,"Pag-asa",3,2026,"0.092","0","0.802","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4581,"Pag-asa",4,2026,"0.091","0","0.8","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4582,"Pag-asa",5,2026,"0.089","0","0.799","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4583,"Pag-asa",6,2026,"0.088","0","0.797","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4584,"Pag-asa",7,2026,"0.088","0","0.799","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4585,"Pag-asa",8,2026,"0.077","0","0.782","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4586,"Pag-asa",9,2026,"0.083","0","0.792","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4587,"Plainview",10,2025,"0.988","0","4.645","Medium","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4589,"Plainview",12,2025,"0.771","0","4.068","Medium","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4590,"Plainview",1,2026,"0.689","0","3.841","Medium","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4591,"Plainview",2,2026,"0.644","0","3.711","Medium","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4592,"Plainview",3,2026,"1.246","0","5.438","High","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4593,"Plainview",4,2026,"0.487","0","3.266","Low-Moderate","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4594,"Plainview",5,2026,"1.347","0","5.732","High","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4595,"Plainview",6,2026,"0.754","0","4.033","Medium","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4596,"Plainview",7,2026,"0.875","0","4.381","Medium","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4597,"Plainview",8,2026,"0.692","0","3.858","Medium","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4598,"Plainview",9,2026,"0.955","0","4.615","Medium","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4599,"Pleasant Hills",10,2025,"0.018","0","0.649","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4601,"Pleasant Hills",12,2025,"0.016","0","0.648","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4602,"Pleasant Hills",1,2026,"0.016","0","0.647","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4603,"Pleasant Hills",2,2026,"0.015","0","0.646","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4604,"Pleasant Hills",3,2026,"0.015","0","0.646","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4605,"Pleasant Hills",4,2026,"0.014","0","0.645","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4606,"Pleasant Hills",5,2026,"0.014","0","0.644","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4607,"Pleasant Hills",6,2026,"0.013","0","0.644","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4608,"Pleasant Hills",7,2026,"0.013","0","0.643","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4609,"Pleasant Hills",8,2026,"0.013","0","0.643","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4610,"Pleasant Hills",9,2026,"0.012","0","0.642","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4611,"Poblacion",10,2025,"0.073","0","1.107","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4613,"Poblacion",12,2025,"0.072","0","1.105","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4614,"Poblacion",1,2026,"0.071","0","1.103","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4615,"Poblacion",2,2026,"0.07","0","1.102","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4616,"Poblacion",3,2026,"0.087","0","1.134","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4617,"Poblacion",4,2026,"0.071","0","1.104","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4618,"Poblacion",5,2026,"0.071","0","1.103","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4619,"Poblacion",6,2026,"0.07","0","1.101","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4620,"Poblacion",7,2026,"0.069","0","1.1","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4621,"Poblacion",8,2026,"0.069","0","1.099","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4622,"Poblacion",9,2026,"0.068","0","1.098","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4623,"San Jose",10,2025,"0.116","0","0.865","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4625,"San Jose",12,2025,"0.127","0","0.883","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4626,"San Jose",1,2026,"0.116","0","0.865","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4627,"San Jose",2,2026,"0.116","0","0.865","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4628,"San Jose",3,2026,"0.127","0","0.883","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4629,"San Jose",4,2026,"0.116","0","0.865","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4630,"San Jose",5,2026,"0.116","0","0.865","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4631,"San Jose",6,2026,"0.127","0","0.883","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4632,"San Jose",7,2026,"0.119","0","0.871","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4633,"San Jose",8,2026,"0.118","0","0.868","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4634,"San Jose",9,2026,"0.118","0","0.868","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)",95
4635,"Vergara",10,2025,"0.005","0","0.554","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4637,"Vergara",12,2025,"0.077","0","0.665","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4638,"Vergara",1,2026,"0","0","0.533","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4639,"Vergara",2,2026,"0.069","0","0.656","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4640,"Vergara",3,2026,"0.011","0","0.567","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4641,"Vergara",4,2026,"0.006","0","0.56","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4642,"Vergara",5,2026,"0.02","0","0.582","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4643,"Vergara",6,2026,"0.001","0","0.552","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4644,"Vergara",7,2026,"0","0","0.549","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4645,"Vergara",8,2026,"0.005","0","0.558","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4646,"Vergara",9,2026,"0.04","0","0.612","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)",95
4647,"Wack-wack Greenhills",10,2025,"0.353","0","2.026","Low-Moderate","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4649,"Wack-wack Greenhills",12,2025,"0.3","0","1.908","Low-Moderate","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4650,"Wack-wack Greenhills",1,2026,"0.657","0","2.705","Medium","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4651,"Wack-wack Greenhills",2,2026,"0.267","0","1.835","Low-Moderate","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4652,"Wack-wack Greenhills",3,2026,"0.515","0","2.389","Medium","true","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4653,"Wack-wack Greenhills",4,2026,"0.098","0","1.455","Very Low","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4654,"Wack-wack Greenhills",5,2026,"0.244","0","1.781","Low-Moderate","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4655,"Wack-wack Greenhills",6,2026,"0.2","0","1.682","Low-Moderate","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4656,"Wack-wack Greenhills",7,2026,"0.245","0","1.783","Low-Moderate","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4657,"Wack-wack Greenhills",8,2026,"0.301","0","1.907","Low-Moderate","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95
4658,"Wack-wack Greenhills",9,2026,"0.294","0","1.907","Low-Moderate","false","""2025-10-27T01:52:22.325Z""",,"SARIMAX(2, 0, 1)x(0, 1, 1, 12)",95