barangay,month,year,date,predicted_cases,lower_bound,upper_bound,risk_level,risk_flag,model
Hulo,4,2025,2025-04,0.36,0.0,2.457,Low-Moderate,Watchlist,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,9,2024,2024-09,0.048,0.0,0.646,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,10,2024,2024-10,0.047,0.0,0.646,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,11,2024,2024-11,0.047,0.0,0.645,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,12,2024,2024-12,0.0,0.0,0.549,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,1,2025,2025-01,0.046,0.0,0.644,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,2,2025,2025-02,0.046,0.0,0.644,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,3,2025,2025-03,0.046,0.0,0.643,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,4,2025,2025-04,0.046,0.0,0.643,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,5,2025,2025-05,0.047,0.0,0.646,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,6,2025,2025-06,0.045,0.0,0.642,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,7,2025,2025-07,0.045,0.0,0.642,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,8,2025,2025-08,0.0,0.0,0.546,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,9,2025,2025-09,0.04,0.0,0.637,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,10,2025,2025-10,0.04,0.0,0.637,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Mabini J. Rizal,11,2025,2025-11,0.04,0.0,0.636,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Malamig,1,2025,2025-01,0.089,0.0,1.026,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,2,2025,2025-02,0.138,0.0,1.117,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,3,2025,2025-03,0.134,0.0,1.115,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,4,2025,2025-04,0.134,0.0,1.117,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,5,2025,2025-05,0.101,0.0,1.059,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,6,2025,2025-06,0.135,0.0,1.127,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,7,2025,2025-07,0.127,0.0,1.116,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,8,2025,2025-08,0.158,0.0,1.179,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,9,2025,2025-09,0.135,0.0,1.138,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,10,2025,2025-10,0.293,0.0,1.44,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,11,2025,2025-11,0.135,0.0,1.145,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,12,2025,2025-12,0.308,0.0,1.477,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,1,2026,2026-01,0.153,0.0,1.23,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,2,2026,2026-02,0.163,0.0,1.252,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Malamig,3,2026,2026-03,0.162,0.0,1.257,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,1,2025,2025-01,0.165,0.0,1.396,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,2,2025,2025-02,0.118,0.0,1.311,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,3,2025,2025-03,0.116,0.0,1.309,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,4,2025,2025-04,0.115,0.0,1.311,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,5,2025,2025-05,0.098,0.0,1.278,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,6,2025,2025-06,0.116,0.0,1.318,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,7,2025,2025-07,0.116,0.0,1.32,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,8,2025,2025-08,0.165,0.0,1.425,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,9,2025,2025-09,0.115,0.0,1.325,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,10,2025,2025-10,0.116,0.0,1.328,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,11,2025,2025-11,0.122,0.0,1.345,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,12,2025,2025-12,0.163,0.0,1.433,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,1,2026,2026-01,0.123,0.0,1.361,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,2,2026,2026-02,0.123,0.0,1.364,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Mauway,3,2026,2026-03,0.123,0.0,1.367,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,10,2023,2023-10,0.218,0.0,0.773,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,11,2023,2023-11,0.084,0.0,0.601,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,12,2023,2023-12,0.055,0.0,0.562,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,1,2024,2024-01,0.048,0.0,0.553,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,2,2024,2024-02,0.046,0.0,0.552,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,3,2024,2024-03,0.046,0.0,0.552,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,4,2024,2024-04,0.046,0.0,0.553,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,5,2024,2024-05,0.046,0.0,0.554,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,6,2024,2024-06,0.046,0.0,0.555,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,7,2024,2024-07,0.046,0.0,0.556,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,8,2024,2024-08,0.046,0.0,0.557,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,9,2024,2024-09,0.032,0.0,0.538,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,10,2024,2024-10,0.042,0.0,0.553,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,11,2024,2024-11,0.044,0.0,0.557,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Namayan,12,2024,2024-12,0.045,0.0,0.558,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,11,2024,2024-11,0.0,0.0,0.78,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,12,2024,2024-12,0.135,0.0,1.031,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,1,2025,2025-01,0.116,0.0,1.008,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,2,2025,2025-02,0.119,0.0,1.021,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,3,2025,2025-03,0.118,0.0,1.029,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,4,2025,2025-04,0.118,0.0,1.036,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,5,2025,2025-05,0.118,0.0,1.044,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,6,2025,2025-06,0.118,0.0,1.052,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,7,2025,2025-07,0.118,0.0,1.06,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,8,2025,2025-08,0.118,0.0,1.068,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,9,2025,2025-09,0.118,0.0,1.076,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,10,2025,2025-10,0.091,0.0,1.033,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,11,2025,2025-11,0.119,0.0,1.089,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,12,2025,2025-12,0.113,0.0,1.086,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
New Zaniga,1,2026,2026-01,0.114,0.0,1.095,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,6,2023,2023-06,0.191,0.0,0.926,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,7,2023,2023-07,0.084,0.0,0.773,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,8,2023,2023-08,0.066,0.0,0.746,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,9,2023,2023-09,0.063,0.0,0.742,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,10,2023,2023-10,0.063,0.0,0.743,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,11,2023,2023-11,0.063,0.0,0.744,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,12,2023,2023-12,0.054,0.0,0.731,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,1,2024,2024-01,0.063,0.0,0.745,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,2,2024,2024-02,0.063,0.0,0.746,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,3,2024,2024-03,0.063,0.0,0.747,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,4,2024,2024-04,0.063,0.0,0.748,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,5,2024,2024-05,0.082,0.0,0.782,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,6,2024,2024-06,0.067,0.0,0.759,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,7,2024,2024-07,0.065,0.0,0.757,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Old Zaniga,8,2024,2024-08,0.065,0.0,0.757,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Pag-asa,9,2024,2024-09,0.13,0.0,0.821,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,10,2024,2024-10,0.123,0.0,0.813,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,11,2024,2024-11,0.118,0.0,0.806,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,12,2024,2024-12,0.114,0.0,0.8,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,1,2025,2025-01,0.11,0.0,0.795,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,2,2025,2025-02,0.107,0.0,0.79,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,3,2025,2025-03,0.104,0.0,0.787,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,4,2025,2025-04,0.102,0.0,0.783,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,5,2025,2025-05,0.1,0.0,0.781,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,6,2025,2025-06,0.099,0.0,0.778,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,7,2025,2025-07,0.098,0.0,0.776,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,8,2025,2025-08,0.097,0.0,0.775,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,9,2025,2025-09,0.096,0.0,0.773,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,10,2025,2025-10,0.095,0.0,0.772,Very Low,,"ARIMA(1, 0, 1)"
Pag-asa,11,2025,2025-11,0.095,0.0,0.771,Very Low,,"ARIMA(1, 0, 1)"
Plainview,11,2024,2024-11,0.652,0.0,3.501,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,12,2024,2024-12,0.579,0.0,3.318,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,1,2025,2025-01,0.661,0.0,3.56,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,2,2025,2025-02,0.651,0.0,3.551,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,3,2025,2025-03,0.563,0.0,3.327,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,4,2025,2025-04,0.563,0.0,3.345,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,5,2025,2025-05,0.514,0.0,3.227,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,6,2025,2025-06,0.563,0.0,3.381,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,7,2025,2025-07,0.651,0.0,3.645,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,8,2025,2025-08,0.564,0.0,3.42,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,9,2025,2025-09,0.573,0.0,3.464,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,10,2025,2025-10,0.514,0.0,3.314,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,11,2025,2025-11,0.586,0.0,3.519,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,12,2025,2025-12,0.601,0.0,3.577,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Plainview,1,2026,2026-01,0.586,0.0,3.548,Medium,Elevated Risk,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Pleasant Hills,8,2022,2022-08,0.073,0.0,0.692,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,9,2022,2022-09,0.07,0.0,0.692,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,10,2022,2022-10,0.068,0.0,0.692,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,11,2022,2022-11,0.066,0.0,0.691,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,12,2022,2022-12,0.063,0.0,0.691,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,1,2023,2023-01,0.061,0.0,0.69,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,2,2023,2023-02,0.059,0.0,0.69,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,3,2023,2023-03,0.057,0.0,0.689,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,4,2023,2023-04,0.055,0.0,0.688,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,5,2023,2023-05,0.053,0.0,0.687,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,6,2023,2023-06,0.052,0.0,0.687,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,7,2023,2023-07,0.0,0.0,0.577,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,8,2023,2023-08,0.041,0.0,0.672,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,9,2023,2023-09,0.04,0.0,0.671,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Pleasant Hills,10,2023,2023-10,0.038,0.0,0.67,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,4,2024,2024-04,0.099,0.0,1.139,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,5,2024,2024-05,0.087,0.0,1.116,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,6,2024,2024-06,0.096,0.0,1.133,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,7,2024,2024-07,0.095,0.0,1.131,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,8,2024,2024-08,0.082,0.0,1.106,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,9,2024,2024-09,0.094,0.0,1.129,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,10,2024,2024-10,0.092,0.0,1.126,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,11,2024,2024-11,0.059,0.0,1.062,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,12,2024,2024-12,0.091,0.0,1.123,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,1,2025,2025-01,0.089,0.0,1.121,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,2,2025,2025-02,0.089,0.0,1.119,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,3,2025,2025-03,0.004,0.0,0.955,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,4,2025,2025-04,0.075,0.0,1.102,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,5,2025,2025-05,0.072,0.0,1.095,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Poblacion,6,2025,2025-06,0.074,0.0,1.099,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
San Jose,7,2024,2024-07,0.275,0.0,1.057,Low-Moderate,,"ARIMA(1, 0, 1)"
San Jose,8,2024,2024-08,0.062,0.0,0.743,Very Low,,"ARIMA(1, 0, 1)"
San Jose,9,2024,2024-09,0.127,0.0,0.853,Very Low,,"ARIMA(1, 0, 1)"
San Jose,10,2024,2024-10,0.106,0.0,0.818,Very Low,,"ARIMA(1, 0, 1)"
San Jose,11,2024,2024-11,0.113,0.0,0.829,Very Low,,"ARIMA(1, 0, 1)"
San Jose,12,2024,2024-12,0.11,0.0,0.826,Very Low,,"ARIMA(1, 0, 1)"
San Jose,1,2025,2025-01,0.111,0.0,0.827,Very Low,,"ARIMA(1, 0, 1)"
San Jose,2,2025,2025-02,0.111,0.0,0.826,Very Low,,"ARIMA(1, 0, 1)"
San Jose,3,2025,2025-03,0.111,0.0,0.826,Very Low,,"ARIMA(1, 0, 1)"
San Jose,4,2025,2025-04,0.111,0.0,0.826,Very Low,,"ARIMA(1, 0, 1)"
San Jose,5,2025,2025-05,0.111,0.0,0.826,Very Low,,"ARIMA(1, 0, 1)"
San Jose,6,2025,2025-06,0.111,0.0,0.826,Very Low,,"ARIMA(1, 0, 1)"
San Jose,7,2025,2025-07,0.111,0.0,0.826,Very Low,,"ARIMA(1, 0, 1)"
San Jose,8,2025,2025-08,0.111,0.0,0.826,Very Low,,"ARIMA(1, 0, 1)"
San Jose,9,2025,2025-09,0.111,0.0,0.826,Very Low,,"ARIMA(1, 0, 1)"
Unknown,7,2015,2015-07,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,8,2015,2015-08,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,9,2015,2015-09,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,10,2015,2015-10,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,11,2015,2015-11,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,12,2015,2015-12,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,1,2016,2016-01,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,2,2016,2016-02,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,3,2016,2016-03,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,4,2016,2016-04,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,5,2016,2016-05,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,6,2016,2016-06,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,7,2016,2016-07,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,8,2016,2016-08,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Unknown,9,2016,2016-09,0.0,0.0,0.327,Very Low,,"SARIMAX(1, 0, 1)x(1, 0, 1, 12)"
Vergara,1,2025,2025-01,0.0,0.0,0.547,Very Low,,"ARIMA(1, 0, 1)"
Vergara,2,2025,2025-02,0.138,0.0,0.766,Very Low,,"ARIMA(1, 0, 1)"
Vergara,3,2025,2025-03,0.043,0.0,0.621,Very Low,,"ARIMA(1, 0, 1)"
Vergara,4,2025,2025-04,0.106,0.0,0.72,Very Low,,"ARIMA(1, 0, 1)"
Vergara,5,2025,2025-05,0.064,0.0,0.654,Very Low,,"ARIMA(1, 0, 1)"
Vergara,6,2025,2025-06,0.092,0.0,0.699,Very Low,,"ARIMA(1, 0, 1)"
Vergara,7,2025,2025-07,0.073,0.0,0.669,Very Low,,"ARIMA(1, 0, 1)"
Vergara,8,2025,2025-08,0.086,0.0,0.689,Very Low,,"ARIMA(1, 0, 1)"
Vergara,9,2025,2025-09,0.077,0.0,0.676,Very Low,,"ARIMA(1, 0, 1)"
Vergara,10,2025,2025-10,0.083,0.0,0.685,Very Low,,"ARIMA(1, 0, 1)"
Vergara,11,2025,2025-11,0.079,0.0,0.679,Very Low,,"ARIMA(1, 0, 1)"
Vergara,12,2025,2025-12,0.082,0.0,0.683,Very Low,,"ARIMA(1, 0, 1)"
Vergara,1,2026,2026-01,0.08,0.0,0.68,Very Low,,"ARIMA(1, 0, 1)"
Vergara,2,2026,2026-02,0.081,0.0,0.682,Very Low,,"ARIMA(1, 0, 1)"
Vergara,3,2026,2026-03,0.08,0.0,0.68,Very Low,,"ARIMA(1, 0, 1)"
Wack-wack Greenhills,9,2024,2024-09,0.547,0.0,2.356,Medium,Watchlist,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,10,2024,2024-10,0.32,0.0,1.908,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,11,2024,2024-11,0.236,0.0,1.728,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,12,2024,2024-12,0.277,0.0,1.82,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,1,2025,2025-01,0.23,0.0,1.717,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,2,2025,2025-02,0.279,0.0,1.827,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,3,2025,2025-03,0.276,0.0,1.823,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,4,2025,2025-04,0.279,0.0,1.83,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,5,2025,2025-05,0.23,0.0,1.723,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,6,2025,2025-06,0.279,0.0,1.833,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,7,2025,2025-07,0.23,0.0,1.726,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,8,2025,2025-08,0.183,0.0,1.623,Very Low,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,9,2025,2025-09,0.248,0.0,1.768,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,10,2025,2025-10,0.259,0.0,1.794,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
Wack-wack Greenhills,11,2025,2025-11,0.261,0.0,1.8,Low-Moderate,,"SARIMAX(1, 1, 1)x(1, 0, 1, 12)"
